FD5, 360.68, 144.43, 0.00, FIDUCIAL1X2, FIDUCIAL-1X2
U$587, 218.93, 88.16, 210.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$588, 204.52, 101.37, 300.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$589, 207.14, 95.47, 300.00, 0603-1U-CAP, 0603
U$590, 206.72, 109.36, 300.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$591, 209.78, 96.99, 255.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$592, 216.60, 100.93, 255.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$593, 223.40, 104.85, 255.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$594, 230.87, 101.77, 210.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$595, 238.88, 99.68, 210.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$596, 224.45, 112.88, 300.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$597, 226.65, 120.86, 300.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$598, 227.78, 107.38, 300.00, 0603-1U-CAP, 0603
U$599, 230.22, 108.79, 255.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6, 48.63, 46.25, 90.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$600, 237.04, 112.73, 255.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$619, 189.35, 77.30, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$62, 54.01, 77.30, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$620, 196.17, 73.36, 195.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
