FD5, 360.68, 144.43, 0.00, FIDUCIAL1X2, FIDUCIAL-1X2
U$878, 297.78, 52.12, 90.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$879, 291.96, 46.25, 90.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$880, 310.60, 52.12, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$881, 304.18, 52.80, 180.00, 0603-1U-CAP, 0603
U$882, 316.42, 46.22, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$883, 304.18, 49.75, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$884, 304.18, 41.88, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$885, 304.18, 34.03, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$886, 297.78, 29.10, 90.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$887, 291.96, 23.21, 90.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$888, 310.60, 29.10, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$889, 316.42, 23.21, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$890, 304.18, 28.97, 180.00, 0603-1U-CAP, 0603
U$891, 304.18, 26.16, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$892, 304.18, 18.28, 135.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$9, 73.09, 46.22, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$911, 297.34, 77.30, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$912, 290.52, 73.36, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$913, 283.73, 69.44, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$914, 275.75, 72.22, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$915, 267.76, 74.33, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$916, 282.17, 61.12, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$917, 279.54, 67.02, 120.00, 0603-1U-CAP, 0603
U$918, 279.97, 53.13, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$919, 276.91, 65.50, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$920, 270.09, 61.56, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$921, 263.29, 57.64, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$922, 255.82, 60.72, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$923, 247.81, 62.81, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$924, 262.24, 49.61, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$925, 260.04, 41.63, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$926, 258.91, 55.11, 120.00, 0603-1U-CAP, 0603
U$927, 256.47, 53.70, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$928, 249.65, 49.76, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$947, 297.34, 85.19, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$948, 290.52, 89.13, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$949, 283.73, 93.05, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$950, 282.15, 101.35, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$951, 279.98, 109.32, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$952, 275.74, 90.24, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$953, 279.54, 95.47, 60.00, 0603-1U-CAP, 0603
U$954, 267.73, 88.15, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$955, 276.91, 96.99, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$956, 270.09, 100.93, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$957, 263.29, 104.85, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$958, 262.22, 112.86, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$959, 260.03, 120.84, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$960, 255.81, 101.75, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$961, 247.80, 99.66, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$962, 258.91, 107.38, 60.00, 0603-1U-CAP, 0603
U$963, 256.47, 108.79, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$964, 249.65, 112.73, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$98, 54.01, 85.19, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$983, 304.18, 89.14, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$984, 304.18, 97.01, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$985, 304.18, 104.86, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$986, 310.58, 110.37, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$987, 316.40, 116.24, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$988, 297.75, 110.37, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$989, 304.18, 109.69, 0.00, 0603-1U-CAP, 0603
U$99, 47.19, 89.13, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$990, 291.94, 116.27, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$991, 304.18, 112.74, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$992, 304.18, 120.61, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$993, 304.18, 128.46, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$994, 310.58, 133.39, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$995, 316.40, 139.28, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$996, 297.75, 133.39, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$997, 291.94, 139.28, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$998, 304.18, 133.52, 0.00, 0603-1U-CAP, 0603
U$999, 304.18, 136.33, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
