FD1, 4.45, 11.07, 0.00, FIDUCIAL1X2, FIDUCIAL-1X2
U$84, 24.43, 74.33, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$85, 38.83, 61.12, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$86, 50.71, 75.39, 60.00, 0603-1U-CAP, 0603
U$87, 36.63, 53.13, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$873, 304.18, 10.28, 0.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$88, 33.57, 65.50, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$89, 26.75, 61.56, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$893, 304.18, 73.35, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$894, 304.18, 65.48, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$895, 304.18, 57.63, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$896, 297.78, 52.12, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$897, 291.96, 46.25, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$898, 310.60, 52.12, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$899, 304.18, 69.54, 0.00, 0603-1U-CAP, 0603
U$90, 19.95, 57.64, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$900, 316.42, 46.22, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$901, 304.18, 49.75, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$902, 304.18, 41.88, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$903, 304.18, 34.03, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$904, 297.78, 29.10, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$905, 291.96, 23.21, 0.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$906, 310.60, 29.10, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$907, 316.42, 23.21, 270.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$908, 304.18, 45.95, 0.00, 0603-1U-CAP, 0603
U$909, 304.18, 26.16, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$91, 12.49, 60.72, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$910, 304.18, 18.28, 315.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$92, 4.48, 62.81, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$929, 297.34, 77.30, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$93, 18.90, 49.61, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$930, 290.52, 73.36, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$931, 283.73, 69.44, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$932, 275.75, 72.22, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$933, 267.76, 74.33, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$934, 282.17, 61.12, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$935, 294.04, 75.39, 60.00, 0603-1U-CAP, 0603
U$936, 279.97, 53.13, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$937, 276.91, 65.50, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$938, 270.09, 61.56, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$939, 263.29, 57.64, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$94, 16.71, 41.63, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$940, 255.82, 60.72, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$941, 247.81, 62.81, 60.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$942, 262.24, 49.61, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$943, 260.04, 41.63, 330.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$944, 273.61, 63.60, 60.00, 0603-1U-CAP, 0603
U$945, 256.47, 53.70, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$946, 249.65, 49.76, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$95, 30.27, 63.60, 60.00, 0603-1U-CAP, 0603
U$96, 13.14, 53.70, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$965, 297.34, 85.19, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$966, 290.52, 89.13, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$967, 283.73, 93.05, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$968, 282.15, 101.35, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$969, 279.98, 109.32, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$97, 6.32, 49.76, 15.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$970, 275.74, 90.24, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$971, 294.04, 87.10, 120.00, 0603-1U-CAP, 0603
U$972, 267.73, 88.15, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$973, 276.91, 96.99, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$974, 270.09, 100.93, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$975, 263.29, 104.85, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$976, 262.22, 112.86, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$977, 260.03, 120.84, 120.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$978, 255.81, 101.75, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$979, 247.80, 99.66, 30.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$980, 273.61, 98.89, 120.00, 0603-1U-CAP, 0603
U$981, 256.47, 108.79, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$982, 249.65, 112.73, 75.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
